Date,District,Domestic (MLD),Industrial (MLD),Agricultural (MLD)
19-06-2025,Pune,1025,326,915
19-06-2025,Nagpur,1574,1474,1057
19-06-2025,Nashik,1465,992,1264
19-06-2025,Mumbai,910,1496,560
19-06-2025,Aurangabad,522,1449,858
19-06-2025,Thane,678,1376,1057
19-06-2025,Kolhapur,1642,1372,608
19-06-2025,Solapur,1905,1170,842
20-06-2025,Pune,1594,565,907
20-06-2025,Nagpur,862,1258,474
20-06-2025,Nashik,1586,657,1389
20-06-2025,Mumbai,1481,1458,862
20-06-2025,Aurangabad,1882,946,1386
20-06-2025,Thane,765,768,665
20-06-2025,Kolhapur,1350,1186,976
20-06-2025,Solapur,1032,1326,540
21-06-2025,Pune,1444,1103,920
21-06-2025,Nagpur,906,936,968
21-06-2025,Nashik,1124,1435,978
21-06-2025,Mumbai,1702,1342,1363
21-06-2025,Aurangabad,1120,1065,927
21-06-2025,Thane,1222,376,1197
21-06-2025,Kolhapur,866,735,1427
21-06-2025,Solapur,1351,1168,1099
22-06-2025,Pune,1947,532,1406
22-06-2025,Nagpur,1654,738,850
22-06-2025,Nashik,612,415,442
22-06-2025,Mumbai,1458,1409,1395
22-06-2025,Aurangabad,1669,1418,1416
22-06-2025,Thane,1519,987,653
22-06-2025,Kolhapur,1214,1260,495
22-06-2025,Solapur,1541,696,1448
23-06-2025,Pune,1564,1081,1306
23-06-2025,Nagpur,1050,828,497
23-06-2025,Nashik,770,601,687
23-06-2025,Mumbai,1492,1151,1216
23-06-2025,Aurangabad,776,893,574
23-06-2025,Thane,1401,903,433
23-06-2025,Kolhapur,518,604,837
23-06-2025,Solapur,659,1223,1461
24-06-2025,Pune,866,366,513
24-06-2025,Nagpur,1828,1340,1470
24-06-2025,Nashik,914,677,893
24-06-2025,Mumbai,1020,320,953
24-06-2025,Aurangabad,1875,385,443
24-06-2025,Thane,1052,1083,1076
24-06-2025,Kolhapur,1486,696,598
24-06-2025,Solapur,811,1143,1026
25-06-2025,Pune,931,828,1095
25-06-2025,Nagpur,818,499,721
25-06-2025,Nashik,1701,619,1298
25-06-2025,Mumbai,1712,621,528
25-06-2025,Aurangabad,1633,892,1155
25-06-2025,Thane,803,788,543
25-06-2025,Kolhapur,1847,737,871
25-06-2025,Solapur,669,1154,1273
26-06-2025,Pune,1301,1407,1016
26-06-2025,Nagpur,708,851,741
26-06-2025,Nashik,505,752,1238
26-06-2025,Mumbai,887,1406,1250
26-06-2025,Aurangabad,1824,1363,845
26-06-2025,Thane,928,1438,540
26-06-2025,Kolhapur,573,1429,985
26-06-2025,Solapur,537,866,1435
27-06-2025,Pune,828,938,1054
27-06-2025,Nagpur,1441,779,546
27-06-2025,Nashik,1219,691,1040
27-06-2025,Mumbai,1440,919,1174
27-06-2025,Aurangabad,767,1062,1379
27-06-2025,Thane,943,1208,962
27-06-2025,Kolhapur,1483,757,1014
27-06-2025,Solapur,1061,1198,1440
28-06-2025,Pune,568,939,899
28-06-2025,Nagpur,914,973,999
28-06-2025,Nashik,519,1429,722
28-06-2025,Mumbai,1137,484,610
28-06-2025,Aurangabad,1607,1047,1027
28-06-2025,Thane,688,952,810
28-06-2025,Kolhapur,1917,549,1449
28-06-2025,Solapur,1763,1294,1292
29-06-2025,Pune,1984,1340,1063
29-06-2025,Nagpur,642,1247,837
29-06-2025,Nashik,920,1499,426
29-06-2025,Mumbai,1627,1180,1222
29-06-2025,Aurangabad,604,636,911
29-06-2025,Thane,811,831,1191
29-06-2025,Kolhapur,1278,1403,1120
29-06-2025,Solapur,1718,1432,423
30-06-2025,Pune,914,1070,572
30-06-2025,Nagpur,1190,989,1066
30-06-2025,Nashik,1626,419,1407
30-06-2025,Mumbai,1380,1471,464
30-06-2025,Aurangabad,1759,1142,1413
30-06-2025,Thane,1209,582,1175
30-06-2025,Kolhapur,1594,317,1370
30-06-2025,Solapur,839,465,460
01-07-2025,Pune,1918,555,938
01-07-2025,Nagpur,1029,1046,786
01-07-2025,Nashik,532,1154,749
01-07-2025,Mumbai,953,642,1050
01-07-2025,Aurangabad,1775,1196,1421
01-07-2025,Thane,823,827,1187
01-07-2025,Kolhapur,631,905,1055
01-07-2025,Solapur,1381,844,604
02-07-2025,Pune,1763,535,763
02-07-2025,Nagpur,1740,1110,1418
02-07-2025,Nashik,1766,412,1450
02-07-2025,Mumbai,528,1100,1192
02-07-2025,Aurangabad,525,1042,1202
02-07-2025,Thane,1971,378,982
02-07-2025,Kolhapur,861,504,672
02-07-2025,Solapur,1720,1334,531
03-07-2025,Pune,1031,1421,567
03-07-2025,Nagpur,1069,760,693
03-07-2025,Nashik,883,514,1272
03-07-2025,Mumbai,1343,911,529
03-07-2025,Aurangabad,1143,1008,549
03-07-2025,Thane,1477,1485,522
03-07-2025,Kolhapur,515,333,1324
03-07-2025,Solapur,898,496,503
04-07-2025,Pune,728,369,1351
04-07-2025,Nagpur,1117,831,902
04-07-2025,Nashik,917,872,1374
04-07-2025,Mumbai,1801,1172,1287
04-07-2025,Aurangabad,1971,1361,1331
04-07-2025,Thane,994,773,483
04-07-2025,Kolhapur,1856,810,752
04-07-2025,Solapur,972,1469,1425
05-07-2025,Pune,1999,1076,960
05-07-2025,Nagpur,617,1485,787
05-07-2025,Nashik,659,1079,1125
05-07-2025,Mumbai,1109,772,650
05-07-2025,Aurangabad,1139,1306,425
05-07-2025,Thane,895,702,681
05-07-2025,Kolhapur,1356,1086,1010
05-07-2025,Solapur,1744,1413,1214
06-07-2025,Pune,1758,1106,1356
06-07-2025,Nagpur,1842,432,813
06-07-2025,Nashik,574,1002,628
06-07-2025,Mumbai,978,339,1198
06-07-2025,Aurangabad,731,971,1498
06-07-2025,Thane,1744,922,503
06-07-2025,Kolhapur,734,998,1396
06-07-2025,Solapur,741,1018,1405
07-07-2025,Pune,1730,1202,645
07-07-2025,Nagpur,1130,1258,1151
07-07-2025,Nashik,1222,580,564
07-07-2025,Mumbai,605,1247,541
07-07-2025,Aurangabad,1289,815,603
07-07-2025,Thane,1919,1075,1460
07-07-2025,Kolhapur,709,380,890
07-07-2025,Solapur,1170,1211,1430
08-07-2025,Pune,1154,1295,994
08-07-2025,Nagpur,836,1348,573
08-07-2025,Nashik,1153,360,814
08-07-2025,Mumbai,1932,809,580
08-07-2025,Aurangabad,1940,1273,1254
08-07-2025,Thane,1840,1061,1233
08-07-2025,Kolhapur,1911,1278,698
08-07-2025,Solapur,1564,772,968
09-07-2025,Pune,1373,968,413
09-07-2025,Nagpur,735,1270,898
09-07-2025,Nashik,1290,1109,1007
09-07-2025,Mumbai,1223,1346,716
09-07-2025,Aurangabad,500,791,1416
09-07-2025,Thane,1271,1325,985
09-07-2025,Kolhapur,738,1179,774
09-07-2025,Solapur,898,1368,1232
10-07-2025,Pune,1250,878,1422
10-07-2025,Nagpur,785,1279,1410
10-07-2025,Nashik,645,577,739
10-07-2025,Mumbai,1039,594,518
10-07-2025,Aurangabad,747,815,1348
10-07-2025,Thane,1496,930,1474
10-07-2025,Kolhapur,1611,608,529
10-07-2025,Solapur,1978,662,645
11-07-2025,Pune,1305,1462,903
11-07-2025,Nagpur,1672,681,1068
11-07-2025,Nashik,1039,515,1380
11-07-2025,Mumbai,1693,1317,1159
11-07-2025,Aurangabad,530,1286,622
11-07-2025,Thane,1883,1162,1483
11-07-2025,Kolhapur,515,1186,1052
11-07-2025,Solapur,923,1071,962
12-07-2025,Pune,510,739,1094
12-07-2025,Nagpur,617,808,735
12-07-2025,Nashik,975,900,1489
12-07-2025,Mumbai,1162,525,468
12-07-2025,Aurangabad,1354,855,985
12-07-2025,Thane,1097,441,1264
12-07-2025,Kolhapur,603,300,1376
12-07-2025,Solapur,1505,1430,569
13-07-2025,Pune,1652,974,1148
13-07-2025,Nagpur,1272,1311,567
13-07-2025,Nashik,548,542,1425
13-07-2025,Mumbai,1605,675,1005
13-07-2025,Aurangabad,1365,1331,1456
13-07-2025,Thane,1601,1326,1345
13-07-2025,Kolhapur,1282,975,500
13-07-2025,Solapur,899,582,909
14-07-2025,Pune,1023,676,742
14-07-2025,Nagpur,1693,633,672
14-07-2025,Nashik,834,378,585
14-07-2025,Mumbai,1991,887,1134
14-07-2025,Aurangabad,1186,947,1203
14-07-2025,Thane,1415,1201,823
14-07-2025,Kolhapur,1592,1309,833
14-07-2025,Solapur,623,850,913
15-07-2025,Pune,1034,1245,1262
15-07-2025,Nagpur,1944,1482,1249
15-07-2025,Nashik,634,510,1103
15-07-2025,Mumbai,689,1247,1021
15-07-2025,Aurangabad,1677,684,443
15-07-2025,Thane,957,1012,1199
15-07-2025,Kolhapur,1505,531,741
15-07-2025,Solapur,700,1148,882
16-07-2025,Pune,1129,1119,983
16-07-2025,Nagpur,1947,1398,995
16-07-2025,Nashik,1515,1417,496
16-07-2025,Mumbai,1098,667,478
16-07-2025,Aurangabad,1729,473,549
16-07-2025,Thane,958,528,931
16-07-2025,Kolhapur,1657,472,1134
16-07-2025,Solapur,1815,904,1274
17-07-2025,Pune,1318,514,1089
17-07-2025,Nagpur,1530,764,522
17-07-2025,Nashik,1766,917,1353
17-07-2025,Mumbai,622,1441,1484
17-07-2025,Aurangabad,938,1067,536
17-07-2025,Thane,737,1150,1113
17-07-2025,Kolhapur,1389,775,983
17-07-2025,Solapur,1389,1059,1043
18-07-2025,Pune,1051,645,1424
18-07-2025,Nagpur,1018,943,1193
18-07-2025,Nashik,773,643,861
18-07-2025,Mumbai,1871,936,1413
18-07-2025,Aurangabad,1249,1344,942
18-07-2025,Thane,1591,1040,582
18-07-2025,Kolhapur,1202,329,1455
18-07-2025,Solapur,1954,617,651
19-07-2025,Pune,1246,365,1440
19-07-2025,Nagpur,782,489,1375
19-07-2025,Nashik,1006,1450,1319
19-07-2025,Mumbai,510,790,752
19-07-2025,Aurangabad,1506,452,620
19-07-2025,Thane,1770,1325,659
19-07-2025,Kolhapur,1068,994,1242
19-07-2025,Solapur,1628,1277,741
20-07-2025,Pune,1532,1031,1312
20-07-2025,Nagpur,1859,1340,682
20-07-2025,Nashik,926,1079,504
20-07-2025,Mumbai,1774,1251,1344
20-07-2025,Aurangabad,563,339,503
20-07-2025,Thane,1376,711,1392
20-07-2025,Kolhapur,1777,1388,570
20-07-2025,Solapur,999,1337,1149
21-07-2025,Pune,1833,1374,472
21-07-2025,Nagpur,1549,1297,628
21-07-2025,Nashik,922,1426,1360
21-07-2025,Mumbai,1514,1277,672
21-07-2025,Aurangabad,980,1013,628
21-07-2025,Thane,1238,1003,1340
21-07-2025,Kolhapur,1552,997,574
21-07-2025,Solapur,1353,1454,652
22-07-2025,Pune,1117,548,791
22-07-2025,Nagpur,1985,1050,552
22-07-2025,Nashik,1529,703,694
22-07-2025,Mumbai,1028,1487,717
22-07-2025,Aurangabad,1062,547,762
22-07-2025,Thane,711,1136,479
22-07-2025,Kolhapur,1933,897,532
22-07-2025,Solapur,1112,1216,1270
23-07-2025,Pune,1856,501,974
23-07-2025,Nagpur,860,965,1401
23-07-2025,Nashik,1354,354,540
23-07-2025,Mumbai,585,925,1492
23-07-2025,Aurangabad,1971,1221,1036
23-07-2025,Thane,1159,644,1417
23-07-2025,Kolhapur,559,1435,559
23-07-2025,Solapur,1273,388,496
24-07-2025,Pune,611,756,494
24-07-2025,Nagpur,1361,1219,1459
24-07-2025,Nashik,995,892,1090
24-07-2025,Mumbai,681,587,640
24-07-2025,Aurangabad,1031,502,955
24-07-2025,Thane,577,1169,1177
24-07-2025,Kolhapur,1028,1077,617
24-07-2025,Solapur,1475,786,488
25-07-2025,Pune,1111,1429,900
25-07-2025,Nagpur,937,931,1047
25-07-2025,Nashik,1403,577,828
25-07-2025,Mumbai,1161,1424,1306
25-07-2025,Aurangabad,567,781,606
25-07-2025,Thane,1912,1094,1376
25-07-2025,Kolhapur,799,1461,546
25-07-2025,Solapur,1767,302,834
26-07-2025,Pune,1309,974,724
26-07-2025,Nagpur,1284,603,1141
26-07-2025,Nashik,1808,738,634
26-07-2025,Mumbai,1712,1453,957
26-07-2025,Aurangabad,1736,1383,562
26-07-2025,Thane,1704,1327,862
26-07-2025,Kolhapur,1674,489,553
26-07-2025,Solapur,1982,390,1170
27-07-2025,Pune,1479,694,969
27-07-2025,Nagpur,777,970,1202
27-07-2025,Nashik,929,1072,449
27-07-2025,Mumbai,1315,1171,1471
27-07-2025,Aurangabad,1698,756,506
27-07-2025,Thane,805,966,1310
27-07-2025,Kolhapur,1964,589,535
27-07-2025,Solapur,1122,885,1419
28-07-2025,Pune,1134,1271,1157
28-07-2025,Nagpur,621,676,1347
28-07-2025,Nashik,1104,474,791
28-07-2025,Mumbai,1164,1361,1303
28-07-2025,Aurangabad,514,787,1174
28-07-2025,Thane,1110,941,1082
28-07-2025,Kolhapur,1254,1429,1351
28-07-2025,Solapur,890,891,1097
29-07-2025,Pune,1097,696,1009
29-07-2025,Nagpur,586,907,1454
29-07-2025,Nashik,1968,782,723
29-07-2025,Mumbai,1889,1115,966
29-07-2025,Aurangabad,1608,1200,1407
29-07-2025,Thane,1133,941,1236
29-07-2025,Kolhapur,502,1347,1335
29-07-2025,Solapur,978,1007,638
30-07-2025,Pune,1009,306,411
30-07-2025,Nagpur,566,796,665
30-07-2025,Nashik,1556,1480,978
30-07-2025,Mumbai,961,1209,1055
30-07-2025,Aurangabad,964,561,1459
30-07-2025,Thane,1394,1452,583
30-07-2025,Kolhapur,937,691,1311
30-07-2025,Solapur,664,1051,943
31-07-2025,Pune,1974,1262,708
31-07-2025,Nagpur,1052,806,785
31-07-2025,Nashik,1160,1463,1488
31-07-2025,Mumbai,1058,1369,420
31-07-2025,Aurangabad,990,1367,684
31-07-2025,Thane,1795,1403,1398
31-07-2025,Kolhapur,610,1203,810
31-07-2025,Solapur,1258,1262,948
01-08-2025,Pune,500,593,804
01-08-2025,Nagpur,1072,444,1101
01-08-2025,Nashik,1295,621,1277
01-08-2025,Mumbai,1366,1488,515
01-08-2025,Aurangabad,1622,760,640
01-08-2025,Thane,937,978,1028
01-08-2025,Kolhapur,1060,1411,1129
01-08-2025,Solapur,506,968,1104
02-08-2025,Pune,1517,863,898
02-08-2025,Nagpur,892,605,1468
02-08-2025,Nashik,1976,648,1027
02-08-2025,Mumbai,1335,478,1346
02-08-2025,Aurangabad,1559,1255,1205
02-08-2025,Thane,1524,349,801
02-08-2025,Kolhapur,1450,884,1214
02-08-2025,Solapur,1539,573,963
03-08-2025,Pune,1267,313,839
03-08-2025,Nagpur,1057,1119,1102
03-08-2025,Nashik,1673,1202,775
03-08-2025,Mumbai,1441,794,1212
03-08-2025,Aurangabad,1830,969,1042
03-08-2025,Thane,1785,837,1106
03-08-2025,Kolhapur,1000,701,946
03-08-2025,Solapur,816,781,1297
04-08-2025,Pune,1041,1493,1174
04-08-2025,Nagpur,828,1436,583
04-08-2025,Nashik,1978,464,1403
04-08-2025,Mumbai,810,926,1220
04-08-2025,Aurangabad,630,335,881
04-08-2025,Thane,1399,764,863
04-08-2025,Kolhapur,1688,1150,707
04-08-2025,Solapur,1850,327,553
05-08-2025,Pune,538,813,1263
05-08-2025,Nagpur,1800,877,1163
05-08-2025,Nashik,1388,1326,1283
05-08-2025,Mumbai,1995,1062,858
05-08-2025,Aurangabad,1870,686,1446
05-08-2025,Thane,736,1457,971
05-08-2025,Kolhapur,1376,731,1249
05-08-2025,Solapur,770,1031,839
06-08-2025,Pune,716,915,1417
06-08-2025,Nagpur,720,465,849
06-08-2025,Nashik,1348,516,1411
06-08-2025,Mumbai,1969,454,995
06-08-2025,Aurangabad,687,1194,615
06-08-2025,Thane,1298,1253,415
06-08-2025,Kolhapur,1630,518,1324
06-08-2025,Solapur,1694,1102,1340
07-08-2025,Pune,1780,303,1025
07-08-2025,Nagpur,899,1213,536
07-08-2025,Nashik,860,1061,490
07-08-2025,Mumbai,1186,1374,1407
07-08-2025,Aurangabad,1759,1347,402
07-08-2025,Thane,1409,1026,1343
07-08-2025,Kolhapur,1828,820,1151
07-08-2025,Solapur,1342,419,878
08-08-2025,Pune,611,752,1069
08-08-2025,Nagpur,1326,920,806
08-08-2025,Nashik,1283,981,622
08-08-2025,Mumbai,1639,677,780
08-08-2025,Aurangabad,1783,748,787
08-08-2025,Thane,1976,1135,1345
08-08-2025,Kolhapur,1085,812,755
08-08-2025,Solapur,1163,1343,1437
09-08-2025,Pune,1711,483,618
09-08-2025,Nagpur,1693,575,1070
09-08-2025,Nashik,936,1272,482
09-08-2025,Mumbai,1122,653,728
09-08-2025,Aurangabad,1470,1064,1295
09-08-2025,Thane,1503,339,964
09-08-2025,Kolhapur,1625,916,463
09-08-2025,Solapur,1939,714,1118
10-08-2025,Pune,1243,883,894
10-08-2025,Nagpur,1445,446,589
10-08-2025,Nashik,804,894,1052
10-08-2025,Mumbai,670,1112,983
10-08-2025,Aurangabad,1500,694,1109
10-08-2025,Thane,1285,1153,647
10-08-2025,Kolhapur,977,1485,1272
10-08-2025,Solapur,1606,419,686
11-08-2025,Pune,1410,1252,684
11-08-2025,Nagpur,1116,327,994
11-08-2025,Nashik,1237,818,1462
11-08-2025,Mumbai,1214,1050,1348
11-08-2025,Aurangabad,615,1253,963
11-08-2025,Thane,1831,944,681
11-08-2025,Kolhapur,1464,401,675
11-08-2025,Solapur,1509,648,815
12-08-2025,Pune,1271,854,1078
12-08-2025,Nagpur,548,1115,1200
12-08-2025,Nashik,582,744,1202
12-08-2025,Mumbai,1216,761,673
12-08-2025,Aurangabad,933,623,1099
12-08-2025,Thane,1664,1099,636
12-08-2025,Kolhapur,977,384,610
12-08-2025,Solapur,1769,1385,1129
13-08-2025,Pune,1318,821,623
13-08-2025,Nagpur,1080,1482,1083
13-08-2025,Nashik,1242,328,462
13-08-2025,Mumbai,1703,1427,1130
13-08-2025,Aurangabad,1010,698,1377
13-08-2025,Thane,1327,720,1477
13-08-2025,Kolhapur,1122,418,667
13-08-2025,Solapur,1914,1434,561
14-08-2025,Pune,858,1050,1060
14-08-2025,Nagpur,969,925,715
14-08-2025,Nashik,712,787,837
14-08-2025,Mumbai,1011,1390,1122
14-08-2025,Aurangabad,678,1387,1106
14-08-2025,Thane,744,1077,425
14-08-2025,Kolhapur,1417,1417,1476
14-08-2025,Solapur,1079,941,946
15-08-2025,Pune,1912,1314,504
15-08-2025,Nagpur,1377,904,771
15-08-2025,Nashik,1769,1310,587
15-08-2025,Mumbai,1697,586,1064
15-08-2025,Aurangabad,1973,1366,548
15-08-2025,Thane,1041,1155,1276
15-08-2025,Kolhapur,1786,864,1455
15-08-2025,Solapur,1824,607,1316
16-08-2025,Pune,849,812,1395
16-08-2025,Nagpur,1990,1058,650
16-08-2025,Nashik,927,1330,1311
16-08-2025,Mumbai,1299,1021,1033
16-08-2025,Aurangabad,1486,440,778
16-08-2025,Thane,1641,1195,1003
16-08-2025,Kolhapur,1742,1153,505
16-08-2025,Solapur,895,500,674
17-08-2025,Pune,1873,1241,860
17-08-2025,Nagpur,509,1307,745
17-08-2025,Nashik,794,720,1061
17-08-2025,Mumbai,522,835,541
17-08-2025,Aurangabad,1900,1482,908
17-08-2025,Thane,1252,1217,727
17-08-2025,Kolhapur,1329,516,1418
17-08-2025,Solapur,590,741,1195
18-08-2025,Pune,1705,586,761
18-08-2025,Nagpur,954,1363,1247
18-08-2025,Nashik,1170,1334,774
18-08-2025,Mumbai,1173,1050,974
18-08-2025,Aurangabad,1377,701,1309
18-08-2025,Thane,1832,477,706
18-08-2025,Kolhapur,1963,534,1042
18-08-2025,Solapur,843,585,1312
19-08-2025,Pune,576,688,1110
19-08-2025,Nagpur,1969,670,404
19-08-2025,Nashik,1233,644,419
19-08-2025,Mumbai,984,964,562
19-08-2025,Aurangabad,502,1267,1321
19-08-2025,Thane,970,1286,998
19-08-2025,Kolhapur,795,525,438
19-08-2025,Solapur,1315,1275,1430
20-08-2025,Pune,618,838,1072
20-08-2025,Nagpur,1233,1219,630
20-08-2025,Nashik,1195,311,556
20-08-2025,Mumbai,971,601,426
20-08-2025,Aurangabad,544,668,949
20-08-2025,Thane,763,550,1058
20-08-2025,Kolhapur,1376,646,806
20-08-2025,Solapur,1499,457,1430
21-08-2025,Pune,1651,488,881
21-08-2025,Nagpur,992,1124,871
21-08-2025,Nashik,1617,497,839
21-08-2025,Mumbai,973,1381,1324
21-08-2025,Aurangabad,1744,801,927
21-08-2025,Thane,1789,1211,1032
21-08-2025,Kolhapur,1102,1252,649
21-08-2025,Solapur,1427,1250,739
22-08-2025,Pune,1519,469,1153
22-08-2025,Nagpur,1314,827,548
22-08-2025,Nashik,513,1458,1018
22-08-2025,Mumbai,722,478,470
22-08-2025,Aurangabad,665,319,603
22-08-2025,Thane,1357,1041,632
22-08-2025,Kolhapur,940,443,1034
22-08-2025,Solapur,1213,1057,519
23-08-2025,Pune,584,1171,868
23-08-2025,Nagpur,779,1353,667
23-08-2025,Nashik,603,1465,1337
23-08-2025,Mumbai,1781,1070,1139
23-08-2025,Aurangabad,588,1083,947
23-08-2025,Thane,1040,861,743
23-08-2025,Kolhapur,984,722,967
23-08-2025,Solapur,1315,1480,993
24-08-2025,Pune,833,378,1303
24-08-2025,Nagpur,1100,431,963
24-08-2025,Nashik,1118,1113,1303
24-08-2025,Mumbai,836,806,714
24-08-2025,Aurangabad,1247,1081,447
24-08-2025,Thane,690,960,1164
24-08-2025,Kolhapur,1710,374,1310
24-08-2025,Solapur,1810,505,806
25-08-2025,Pune,1887,339,688
25-08-2025,Nagpur,1914,590,686
25-08-2025,Nashik,769,894,705
25-08-2025,Mumbai,903,548,989
25-08-2025,Aurangabad,1906,454,837
25-08-2025,Thane,1855,1328,1427
25-08-2025,Kolhapur,573,758,511
25-08-2025,Solapur,1377,544,1166
26-08-2025,Pune,1898,897,965
26-08-2025,Nagpur,504,701,403
26-08-2025,Nashik,834,996,665
26-08-2025,Mumbai,1372,578,1260
26-08-2025,Aurangabad,1035,673,774
26-08-2025,Thane,654,919,1262
26-08-2025,Kolhapur,709,1348,505
26-08-2025,Solapur,1264,347,1326
27-08-2025,Pune,1026,376,565
27-08-2025,Nagpur,1741,1454,722
27-08-2025,Nashik,1034,372,837
27-08-2025,Mumbai,1993,571,750
27-08-2025,Aurangabad,1317,1075,1407
27-08-2025,Thane,1862,411,602
27-08-2025,Kolhapur,1530,1261,1424
27-08-2025,Solapur,1401,706,983
28-08-2025,Pune,503,1007,938
28-08-2025,Nagpur,1560,478,1239
28-08-2025,Nashik,1382,1197,884
28-08-2025,Mumbai,1325,407,1235
28-08-2025,Aurangabad,744,1311,1260
28-08-2025,Thane,1491,626,1070
28-08-2025,Kolhapur,1788,1362,963
28-08-2025,Solapur,637,856,1457
29-08-2025,Pune,740,1390,467
29-08-2025,Nagpur,889,806,1363
29-08-2025,Nashik,1288,1319,593
29-08-2025,Mumbai,1887,1399,917
29-08-2025,Aurangabad,1492,457,609
29-08-2025,Thane,1481,1306,510
29-08-2025,Kolhapur,1174,1401,1027
29-08-2025,Solapur,505,1068,838
30-08-2025,Pune,987,421,776
30-08-2025,Nagpur,964,1281,407
30-08-2025,Nashik,672,931,1324
30-08-2025,Mumbai,1867,963,876
30-08-2025,Aurangabad,1683,1212,668
30-08-2025,Thane,1714,1409,1188
30-08-2025,Kolhapur,667,522,1304
30-08-2025,Solapur,1618,605,1000
31-08-2025,Pune,1317,855,1189
31-08-2025,Nagpur,1281,1245,1121
31-08-2025,Nashik,1243,1248,1110
31-08-2025,Mumbai,1855,895,1439
31-08-2025,Aurangabad,1142,1411,564
31-08-2025,Thane,542,364,1151
31-08-2025,Kolhapur,543,464,462
31-08-2025,Solapur,1440,1418,865
01-09-2025,Pune,1208,1309,953
01-09-2025,Nagpur,1152,1075,424
01-09-2025,Nashik,1362,1348,492
01-09-2025,Mumbai,868,978,578
01-09-2025,Aurangabad,1527,945,903
01-09-2025,Thane,1297,831,1312
01-09-2025,Kolhapur,835,445,680
01-09-2025,Solapur,1678,658,1176
02-09-2025,Pune,1731,1081,646
02-09-2025,Nagpur,645,601,1307
02-09-2025,Nashik,1230,543,701
02-09-2025,Mumbai,1870,1153,1137
02-09-2025,Aurangabad,833,867,914
02-09-2025,Thane,1374,1067,951
02-09-2025,Kolhapur,1380,1011,1150
02-09-2025,Solapur,1459,491,1088
03-09-2025,Pune,1045,1366,1455
03-09-2025,Nagpur,1940,709,1046
03-09-2025,Nashik,620,326,787
03-09-2025,Mumbai,873,1125,1198
03-09-2025,Aurangabad,946,1419,971
03-09-2025,Thane,847,463,1187
03-09-2025,Kolhapur,501,827,1094
03-09-2025,Solapur,1204,749,1228
04-09-2025,Pune,774,409,779
04-09-2025,Nagpur,546,1103,604
04-09-2025,Nashik,851,589,402
04-09-2025,Mumbai,1789,1177,1110
04-09-2025,Aurangabad,1971,948,422
04-09-2025,Thane,1374,1460,1258
04-09-2025,Kolhapur,677,582,1081
04-09-2025,Solapur,1687,928,656
05-09-2025,Pune,1756,348,1333
05-09-2025,Nagpur,1292,1327,1150
05-09-2025,Nashik,1359,1339,637
05-09-2025,Mumbai,1149,949,1473
05-09-2025,Aurangabad,1209,920,872
05-09-2025,Thane,1516,929,854
05-09-2025,Kolhapur,1660,687,832
05-09-2025,Solapur,1111,991,760
06-09-2025,Pune,1655,1078,783
06-09-2025,Nagpur,1916,943,1357
06-09-2025,Nashik,1457,666,651
06-09-2025,Mumbai,993,1351,1079
06-09-2025,Aurangabad,1102,1459,845
06-09-2025,Thane,1673,627,791
06-09-2025,Kolhapur,531,390,1390
06-09-2025,Solapur,1120,1172,1407
07-09-2025,Pune,963,997,657
07-09-2025,Nagpur,1333,364,1474
07-09-2025,Nashik,806,517,590
07-09-2025,Mumbai,510,1213,616
07-09-2025,Aurangabad,1693,933,723
07-09-2025,Thane,807,371,555
07-09-2025,Kolhapur,1897,618,1269
07-09-2025,Solapur,1191,1428,1238
08-09-2025,Pune,1054,1221,1093
08-09-2025,Nagpur,1289,777,567
08-09-2025,Nashik,1013,389,663
08-09-2025,Mumbai,1183,1301,462
08-09-2025,Aurangabad,1939,1179,1173
08-09-2025,Thane,1799,386,1048
08-09-2025,Kolhapur,1969,627,1364
08-09-2025,Solapur,1693,815,1332
09-09-2025,Pune,760,1049,1334
09-09-2025,Nagpur,1991,775,1375
09-09-2025,Nashik,1730,1236,1093
09-09-2025,Mumbai,924,1389,1148
09-09-2025,Aurangabad,1180,618,699
09-09-2025,Thane,1767,1080,970
09-09-2025,Kolhapur,1139,589,1496
09-09-2025,Solapur,1124,599,1137
10-09-2025,Pune,1458,493,1424
10-09-2025,Nagpur,1812,939,1107
10-09-2025,Nashik,1752,1490,517
10-09-2025,Mumbai,914,502,870
10-09-2025,Aurangabad,1383,1239,1040
10-09-2025,Thane,795,1041,792
10-09-2025,Kolhapur,669,570,628
10-09-2025,Solapur,1832,1356,976
11-09-2025,Pune,1575,1090,913
11-09-2025,Nagpur,1208,401,1029
11-09-2025,Nashik,1950,972,581
11-09-2025,Mumbai,1773,1047,534
11-09-2025,Aurangabad,701,685,816
11-09-2025,Thane,1951,594,1044
11-09-2025,Kolhapur,1676,578,945
11-09-2025,Solapur,1185,1325,496
12-09-2025,Pune,1294,1194,973
12-09-2025,Nagpur,900,1233,774
12-09-2025,Nashik,678,989,1315
12-09-2025,Mumbai,942,790,842
12-09-2025,Aurangabad,560,1050,1465
12-09-2025,Thane,626,1340,439
12-09-2025,Kolhapur,1290,1017,1065
12-09-2025,Solapur,762,1137,1379
13-09-2025,Pune,1504,1197,983
13-09-2025,Nagpur,1379,522,1004
13-09-2025,Nashik,972,725,589
13-09-2025,Mumbai,1427,666,770
13-09-2025,Aurangabad,1395,336,653
13-09-2025,Thane,1110,1275,411
13-09-2025,Kolhapur,827,1043,778
13-09-2025,Solapur,858,359,1471
