Date,Reservoir Name,District,Inflow (MLD),Outflow (MLD),Storage Capacity (MLD),Current Level (MLD)
17-04-2025,Ujjani Dam,Solapur,1639,2305,210293,130921
17-04-2025,Jayakwadi Dam,Aurangabad,1963,2022,162644,157363
18-04-2025,Koyna Dam,Satara,1966,2270,207655,127414
18-04-2025,Bhatsa Dam,Thane,2537,2428,176560,103163
18-04-2025,Ujjani Dam,Solapur,1349,1149,299670,194151
18-04-2025,Jayakwadi Dam,Aurangabad,2619,1357,170802,142568
19-04-2025,Koyna Dam,Satara,1015,1571,295163,175705
19-04-2025,Bhatsa Dam,Thane,2540,1458,253029,140904
19-04-2025,Ujjani Dam,Solapur,1583,1210,208786,160927
19-04-2025,Jayakwadi Dam,Aurangabad,1565,1552,262272,199973
20-04-2025,Koyna Dam,Satara,2671,2436,258961,187354
20-04-2025,Bhatsa Dam,Thane,2714,2455,280093,116706
20-04-2025,Ujjani Dam,Solapur,1060,1741,186190,148816
20-04-2025,Jayakwadi Dam,Aurangabad,2182,1628,225705,109527
21-04-2025,Koyna Dam,Satara,2443,2108,283436,214880
21-04-2025,Bhatsa Dam,Thane,2257,1771,257316,109976
21-04-2025,Ujjani Dam,Solapur,1397,2329,224999,100808
21-04-2025,Jayakwadi Dam,Aurangabad,1273,1083,280471,128796
22-04-2025,Koyna Dam,Satara,1553,1938,151646,111717
22-04-2025,Bhatsa Dam,Thane,2861,2011,221394,171652
22-04-2025,Ujjani Dam,Solapur,2420,1759,191006,175335
22-04-2025,Jayakwadi Dam,Aurangabad,2895,1053,189505,180737
23-04-2025,Koyna Dam,Satara,2362,1695,250599,106309
23-04-2025,Bhatsa Dam,Thane,2604,2478,185769,132124
23-04-2025,Ujjani Dam,Solapur,1470,1202,156048,107090
23-04-2025,Jayakwadi Dam,Aurangabad,2326,1373,282059,248776
24-04-2025,Koyna Dam,Satara,1868,1382,288481,182177
24-04-2025,Bhatsa Dam,Thane,2489,2070,225131,221931
24-04-2025,Ujjani Dam,Solapur,2108,1396,272962,223149
24-04-2025,Jayakwadi Dam,Aurangabad,1782,1556,263580,124017
25-04-2025,Koyna Dam,Satara,1860,2241,253911,166389
25-04-2025,Bhatsa Dam,Thane,2468,1081,294497,263344
25-04-2025,Ujjani Dam,Solapur,1773,1214,158670,120419
25-04-2025,Jayakwadi Dam,Aurangabad,1406,1767,265522,136925
26-04-2025,Koyna Dam,Satara,1042,1070,220371,145535
26-04-2025,Bhatsa Dam,Thane,2096,1448,200739,106874
26-04-2025,Ujjani Dam,Solapur,1734,1959,258438,235464
26-04-2025,Jayakwadi Dam,Aurangabad,2630,1433,273331,196484
27-04-2025,Koyna Dam,Satara,2905,1522,230208,180086
27-04-2025,Bhatsa Dam,Thane,2924,1436,172129,158900
27-04-2025,Ujjani Dam,Solapur,1407,1670,257481,190127
27-04-2025,Jayakwadi Dam,Aurangabad,1889,1296,294965,254627
28-04-2025,Koyna Dam,Satara,1326,1129,279267,127933
28-04-2025,Bhatsa Dam,Thane,2342,2477,272557,133203
28-04-2025,Ujjani Dam,Solapur,2500,1252,152728,144680
28-04-2025,Jayakwadi Dam,Aurangabad,1580,1439,204559,135246
29-04-2025,Koyna Dam,Satara,2846,1758,192602,174350
29-04-2025,Bhatsa Dam,Thane,2078,2160,232737,185524
29-04-2025,Ujjani Dam,Solapur,1263,2356,159576,152314
29-04-2025,Jayakwadi Dam,Aurangabad,1235,1026,240529,157457
30-04-2025,Koyna Dam,Satara,2207,2370,268523,196649
30-04-2025,Bhatsa Dam,Thane,1861,2096,187084,164689
30-04-2025,Ujjani Dam,Solapur,1899,1263,273583,193932
30-04-2025,Jayakwadi Dam,Aurangabad,2971,1309,217627,141651
01-05-2025,Koyna Dam,Satara,1431,1061,288798,284344
01-05-2025,Bhatsa Dam,Thane,1527,2019,259092,172485
01-05-2025,Ujjani Dam,Solapur,2612,1455,239368,216318
01-05-2025,Jayakwadi Dam,Aurangabad,1699,1313,207224,159833
02-05-2025,Koyna Dam,Satara,1605,2491,275305,272939
02-05-2025,Bhatsa Dam,Thane,2772,1974,253614,214827
02-05-2025,Ujjani Dam,Solapur,1184,2133,194080,128794
02-05-2025,Jayakwadi Dam,Aurangabad,1780,1110,253611,228637
03-05-2025,Koyna Dam,Satara,2979,2004,260517,133089
03-05-2025,Bhatsa Dam,Thane,1336,2408,286767,260409
03-05-2025,Ujjani Dam,Solapur,2890,2372,199930,162682
03-05-2025,Jayakwadi Dam,Aurangabad,2904,1752,206134,134481
04-05-2025,Koyna Dam,Satara,1216,1745,187352,163215
04-05-2025,Bhatsa Dam,Thane,2363,1059,248253,136712
04-05-2025,Ujjani Dam,Solapur,1130,1944,227643,111552
04-05-2025,Jayakwadi Dam,Aurangabad,2585,1277,219111,193332
05-05-2025,Koyna Dam,Satara,1119,1190,234723,129653
05-05-2025,Bhatsa Dam,Thane,1265,2039,290063,225153
05-05-2025,Ujjani Dam,Solapur,2081,2222,184005,137787
05-05-2025,Jayakwadi Dam,Aurangabad,1885,1540,204826,190719
06-05-2025,Koyna Dam,Satara,1101,1664,176857,157270
06-05-2025,Bhatsa Dam,Thane,2264,2117,174292,107297
06-05-2025,Ujjani Dam,Solapur,1376,2242,280994,144785
06-05-2025,Jayakwadi Dam,Aurangabad,1676,2431,216069,100181
07-05-2025,Koyna Dam,Satara,2737,1315,284232,119475
07-05-2025,Bhatsa Dam,Thane,2614,2054,183560,116044
07-05-2025,Ujjani Dam,Solapur,1337,1664,166869,154483
07-05-2025,Jayakwadi Dam,Aurangabad,1198,1293,292241,151322
08-05-2025,Koyna Dam,Satara,1997,2059,248272,227716
08-05-2025,Bhatsa Dam,Thane,1968,2305,174904,111809
08-05-2025,Ujjani Dam,Solapur,1986,2205,154086,145046
08-05-2025,Jayakwadi Dam,Aurangabad,2716,2038,162727,137634
09-05-2025,Koyna Dam,Satara,2905,1901,249718,225940
09-05-2025,Bhatsa Dam,Thane,1894,1725,172476,125989
09-05-2025,Ujjani Dam,Solapur,1590,1618,254949,203805
09-05-2025,Jayakwadi Dam,Aurangabad,1416,1499,284799,152367
10-05-2025,Koyna Dam,Satara,1096,1686,188611,136464
10-05-2025,Bhatsa Dam,Thane,1513,1450,219770,189190
10-05-2025,Ujjani Dam,Solapur,1133,1802,288172,122645
10-05-2025,Jayakwadi Dam,Aurangabad,2618,1027,177000,135454
11-05-2025,Koyna Dam,Satara,2376,2452,284257,209925
11-05-2025,Bhatsa Dam,Thane,2821,1019,187007,131864
11-05-2025,Ujjani Dam,Solapur,2503,1315,256902,231795
11-05-2025,Jayakwadi Dam,Aurangabad,1895,1525,253394,137464
12-05-2025,Koyna Dam,Satara,1975,1278,288995,139955
12-05-2025,Bhatsa Dam,Thane,1651,1995,272574,107265
12-05-2025,Ujjani Dam,Solapur,2388,1644,254082,211154
12-05-2025,Jayakwadi Dam,Aurangabad,1140,1081,259002,103912
13-05-2025,Koyna Dam,Satara,1562,1370,287201,123174
13-05-2025,Bhatsa Dam,Thane,1789,1010,251642,193636
13-05-2025,Ujjani Dam,Solapur,2598,1272,199547,185739
13-05-2025,Jayakwadi Dam,Aurangabad,2423,1260,291848,149164
14-05-2025,Koyna Dam,Satara,1728,1216,248206,149460
14-05-2025,Bhatsa Dam,Thane,2498,1738,175893,103627
14-05-2025,Ujjani Dam,Solapur,1978,1671,160346,157576
14-05-2025,Jayakwadi Dam,Aurangabad,2077,1885,191884,140041
15-05-2025,Koyna Dam,Satara,1479,1294,288079,117207
15-05-2025,Bhatsa Dam,Thane,1985,1999,215150,182258
15-05-2025,Ujjani Dam,Solapur,2805,2442,207932,181354
15-05-2025,Jayakwadi Dam,Aurangabad,2166,1056,295169,133278
16-05-2025,Koyna Dam,Satara,1166,2338,206815,173765
16-05-2025,Bhatsa Dam,Thane,2765,1625,189501,148937
16-05-2025,Ujjani Dam,Solapur,2790,1026,177694,173464
16-05-2025,Jayakwadi Dam,Aurangabad,1689,1265,194846,194728
17-05-2025,Koyna Dam,Satara,1351,1338,248445,157013
17-05-2025,Bhatsa Dam,Thane,1831,1159,200710,170826
17-05-2025,Ujjani Dam,Solapur,2584,1757,278373,164998
17-05-2025,Jayakwadi Dam,Aurangabad,1854,1248,155213,106796
18-05-2025,Koyna Dam,Satara,2287,2222,201415,119391
18-05-2025,Bhatsa Dam,Thane,1650,1854,233091,113581
18-05-2025,Ujjani Dam,Solapur,1558,2416,260227,227904
18-05-2025,Jayakwadi Dam,Aurangabad,1290,2345,263795,249141
19-05-2025,Koyna Dam,Satara,1535,2314,281119,266936
19-05-2025,Bhatsa Dam,Thane,1350,1130,247455,212176
19-05-2025,Ujjani Dam,Solapur,1510,1644,261812,217504
19-05-2025,Jayakwadi Dam,Aurangabad,2188,1696,181658,125170
20-05-2025,Koyna Dam,Satara,2216,1743,299063,153767
20-05-2025,Bhatsa Dam,Thane,2044,2384,265405,179457
20-05-2025,Ujjani Dam,Solapur,2970,1929,234419,227281
20-05-2025,Jayakwadi Dam,Aurangabad,1210,1699,153025,137111
21-05-2025,Koyna Dam,Satara,2942,1205,174999,121612
21-05-2025,Bhatsa Dam,Thane,1913,1774,241402,220161
21-05-2025,Ujjani Dam,Solapur,1190,2114,265214,187413
21-05-2025,Jayakwadi Dam,Aurangabad,2937,1007,237974,190310
22-05-2025,Koyna Dam,Satara,2705,1252,154953,150557
22-05-2025,Bhatsa Dam,Thane,1692,1886,288406,245087
22-05-2025,Ujjani Dam,Solapur,1135,1924,280811,151167
22-05-2025,Jayakwadi Dam,Aurangabad,1950,2005,208059,173692
23-05-2025,Koyna Dam,Satara,1711,1389,183875,156840
23-05-2025,Bhatsa Dam,Thane,2157,1024,200930,118301
23-05-2025,Ujjani Dam,Solapur,2935,1209,163213,117545
23-05-2025,Jayakwadi Dam,Aurangabad,1260,2266,155241,153233
24-05-2025,Koyna Dam,Satara,1642,2045,170297,101053
24-05-2025,Bhatsa Dam,Thane,1967,2235,296016,185000
24-05-2025,Ujjani Dam,Solapur,1078,1950,167724,161351
24-05-2025,Jayakwadi Dam,Aurangabad,2129,1250,284340,242697
25-05-2025,Koyna Dam,Satara,2322,1099,209910,107406
25-05-2025,Bhatsa Dam,Thane,2788,2149,151602,136790
25-05-2025,Ujjani Dam,Solapur,1373,1601,188092,140704
25-05-2025,Jayakwadi Dam,Aurangabad,1453,1062,176512,132876
26-05-2025,Koyna Dam,Satara,1195,1921,210881,127289
26-05-2025,Bhatsa Dam,Thane,2745,2223,276853,166430
26-05-2025,Ujjani Dam,Solapur,2057,1398,180319,136808
26-05-2025,Jayakwadi Dam,Aurangabad,1159,2326,269101,132426
27-05-2025,Koyna Dam,Satara,2004,1039,184685,122770
27-05-2025,Bhatsa Dam,Thane,2886,1863,201147,176829
27-05-2025,Ujjani Dam,Solapur,1507,2444,196273,196116
27-05-2025,Jayakwadi Dam,Aurangabad,1406,2463,237511,219834
28-05-2025,Koyna Dam,Satara,1666,1330,233467,140114
28-05-2025,Bhatsa Dam,Thane,1849,1729,230519,129840
28-05-2025,Ujjani Dam,Solapur,2380,2432,188755,113445
28-05-2025,Jayakwadi Dam,Aurangabad,1390,1602,248836,246591
29-05-2025,Koyna Dam,Satara,2631,1192,210600,144694
29-05-2025,Bhatsa Dam,Thane,2271,1508,241653,171731
29-05-2025,Ujjani Dam,Solapur,2290,2175,158911,146739
29-05-2025,Jayakwadi Dam,Aurangabad,2643,2422,277762,129304
30-05-2025,Koyna Dam,Satara,2076,2151,182406,174780
30-05-2025,Bhatsa Dam,Thane,1282,1194,208708,122552
30-05-2025,Ujjani Dam,Solapur,2198,1752,191410,191025
30-05-2025,Jayakwadi Dam,Aurangabad,1022,2290,298634,174619
31-05-2025,Koyna Dam,Satara,1048,1754,247315,235471
31-05-2025,Bhatsa Dam,Thane,1830,1180,225865,218525
31-05-2025,Ujjani Dam,Solapur,2350,2070,271031,141981
31-05-2025,Jayakwadi Dam,Aurangabad,1076,1327,219809,106660
01-06-2025,Koyna Dam,Satara,2415,2317,260745,167058
01-06-2025,Bhatsa Dam,Thane,2772,1644,204426,200157
01-06-2025,Ujjani Dam,Solapur,1386,1073,187009,110034
01-06-2025,Jayakwadi Dam,Aurangabad,1652,2339,234105,186973
02-06-2025,Koyna Dam,Satara,1678,1810,255182,176374
02-06-2025,Bhatsa Dam,Thane,2811,1346,181464,171312
02-06-2025,Ujjani Dam,Solapur,1700,1684,153393,125774
02-06-2025,Jayakwadi Dam,Aurangabad,2931,1969,201751,169503
03-06-2025,Koyna Dam,Satara,1808,2209,276686,273142
03-06-2025,Bhatsa Dam,Thane,2416,1935,166332,135763
03-06-2025,Ujjani Dam,Solapur,1452,2061,279011,251899
03-06-2025,Jayakwadi Dam,Aurangabad,2044,1833,261741,139013
04-06-2025,Koyna Dam,Satara,1453,2230,189488,155063
04-06-2025,Bhatsa Dam,Thane,1522,2157,201799,198729
04-06-2025,Ujjani Dam,Solapur,1840,1845,267555,201536
04-06-2025,Jayakwadi Dam,Aurangabad,1070,1297,287659,122827
05-06-2025,Koyna Dam,Satara,1990,1525,217176,106162
05-06-2025,Bhatsa Dam,Thane,2126,2303,199743,149111
05-06-2025,Ujjani Dam,Solapur,1549,1166,234830,144305
05-06-2025,Jayakwadi Dam,Aurangabad,2962,1553,152744,137179
06-06-2025,Koyna Dam,Satara,2327,1119,263511,156021
06-06-2025,Bhatsa Dam,Thane,2782,1299,218097,124640
06-06-2025,Ujjani Dam,Solapur,1783,2346,291964,100526
06-06-2025,Jayakwadi Dam,Aurangabad,2009,1300,150290,115633
07-06-2025,Koyna Dam,Satara,2221,1392,204889,202796
07-06-2025,Bhatsa Dam,Thane,2317,1984,295738,263462
07-06-2025,Ujjani Dam,Solapur,2330,1666,281473,261414
07-06-2025,Jayakwadi Dam,Aurangabad,1232,1137,167178,163184
08-06-2025,Koyna Dam,Satara,2576,2171,158451,121195
08-06-2025,Bhatsa Dam,Thane,2544,1291,231961,204262
08-06-2025,Ujjani Dam,Solapur,1758,1815,270520,238506
08-06-2025,Jayakwadi Dam,Aurangabad,1107,2244,244022,152757
09-06-2025,Koyna Dam,Satara,2265,1910,154831,137802
09-06-2025,Bhatsa Dam,Thane,1448,1604,239857,119070
09-06-2025,Ujjani Dam,Solapur,1734,1059,164287,146444
09-06-2025,Jayakwadi Dam,Aurangabad,1720,1636,211991,103964
10-06-2025,Koyna Dam,Satara,2438,2369,217704,194140
10-06-2025,Bhatsa Dam,Thane,2783,2093,172315,114463
10-06-2025,Ujjani Dam,Solapur,1788,1844,192439,176406
10-06-2025,Jayakwadi Dam,Aurangabad,2115,2308,196654,140697
11-06-2025,Koyna Dam,Satara,2421,1875,255252,212407
11-06-2025,Bhatsa Dam,Thane,2253,2090,247036,160895
11-06-2025,Ujjani Dam,Solapur,1169,1097,247252,143200
11-06-2025,Jayakwadi Dam,Aurangabad,1532,1453,272645,140232
12-06-2025,Koyna Dam,Satara,2001,1402,203671,154565
12-06-2025,Bhatsa Dam,Thane,2648,1559,244582,175531
12-06-2025,Ujjani Dam,Solapur,2610,2099,223734,128410
12-06-2025,Jayakwadi Dam,Aurangabad,1101,1686,160057,152945
13-06-2025,Koyna Dam,Satara,1390,1227,154032,146927
13-06-2025,Bhatsa Dam,Thane,2228,2068,200376,114647
13-06-2025,Ujjani Dam,Solapur,1155,1575,263686,137409
13-06-2025,Jayakwadi Dam,Aurangabad,1021,1301,218319,201118
14-06-2025,Koyna Dam,Satara,1727,1811,285716,170571
14-06-2025,Bhatsa Dam,Thane,2320,1808,249524,135255
14-06-2025,Ujjani Dam,Solapur,1777,2419,168508,107482
14-06-2025,Jayakwadi Dam,Aurangabad,2209,1614,278570,277154
15-06-2025,Koyna Dam,Satara,2850,2432,198367,164201
15-06-2025,Bhatsa Dam,Thane,2611,1277,176306,135567
15-06-2025,Ujjani Dam,Solapur,1351,1190,236282,214728
15-06-2025,Jayakwadi Dam,Aurangabad,2460,1167,243780,190939
16-06-2025,Koyna Dam,Satara,1178,1762,222806,130550
16-06-2025,Bhatsa Dam,Thane,2689,2071,188657,186066
16-06-2025,Ujjani Dam,Solapur,1983,2349,230380,208387
16-06-2025,Jayakwadi Dam,Aurangabad,2376,2350,216009,146235
17-06-2025,Koyna Dam,Satara,1555,1212,241547,211662
17-06-2025,Bhatsa Dam,Thane,1142,2070,295484,132734
17-06-2025,Ujjani Dam,Solapur,2543,1354,196863,103547
17-06-2025,Jayakwadi Dam,Aurangabad,2721,1012,215983,158692
18-06-2025,Koyna Dam,Satara,1068,2191,181710,128946
18-06-2025,Bhatsa Dam,Thane,1243,2258,241336,196886
18-06-2025,Ujjani Dam,Solapur,2048,1710,211739,151346
18-06-2025,Jayakwadi Dam,Aurangabad,1240,2144,205228,143127
19-06-2025,Koyna Dam,Satara,2646,1307,184879,149378
19-06-2025,Bhatsa Dam,Thane,1658,2430,151014,147150
19-06-2025,Ujjani Dam,Solapur,2928,1977,243165,241691
19-06-2025,Jayakwadi Dam,Aurangabad,1119,1988,252603,174464
20-06-2025,Koyna Dam,Satara,2673,2309,265277,157945
20-06-2025,Bhatsa Dam,Thane,2168,2303,154084,108087
20-06-2025,Ujjani Dam,Solapur,1939,2104,267389,115173
20-06-2025,Jayakwadi Dam,Aurangabad,2445,1889,197435,107714
21-06-2025,Koyna Dam,Satara,1485,2151,184370,174730
21-06-2025,Bhatsa Dam,Thane,2692,2353,178822,107163
21-06-2025,Ujjani Dam,Solapur,2979,1035,184538,101364
21-06-2025,Jayakwadi Dam,Aurangabad,1904,1879,182929,182235
22-06-2025,Koyna Dam,Satara,1224,2275,156041,110264
22-06-2025,Bhatsa Dam,Thane,1317,1247,278361,226719
22-06-2025,Ujjani Dam,Solapur,1137,1631,289434,179344
22-06-2025,Jayakwadi Dam,Aurangabad,1501,1253,257644,116322
23-06-2025,Koyna Dam,Satara,2582,1053,200301,130029
23-06-2025,Bhatsa Dam,Thane,2245,1921,190757,106493
23-06-2025,Ujjani Dam,Solapur,2715,1967,211906,150230
23-06-2025,Jayakwadi Dam,Aurangabad,2388,2027,294204,167923
24-06-2025,Koyna Dam,Satara,1757,2440,194852,181503
24-06-2025,Bhatsa Dam,Thane,1206,2417,187579,151227
24-06-2025,Ujjani Dam,Solapur,1474,1122,264976,193937
24-06-2025,Jayakwadi Dam,Aurangabad,2857,1093,242433,135439
25-06-2025,Koyna Dam,Satara,2924,1403,233695,184892
25-06-2025,Bhatsa Dam,Thane,2476,2325,228296,111646
25-06-2025,Ujjani Dam,Solapur,2120,2117,232564,130221
25-06-2025,Jayakwadi Dam,Aurangabad,1232,1348,289465,224054
26-06-2025,Koyna Dam,Satara,2285,2406,247116,184236
26-06-2025,Bhatsa Dam,Thane,1200,1461,279457,155641
26-06-2025,Ujjani Dam,Solapur,1869,1027,152866,134073
26-06-2025,Jayakwadi Dam,Aurangabad,1501,1022,184346,113713
27-06-2025,Koyna Dam,Satara,1468,2076,277565,128590
27-06-2025,Bhatsa Dam,Thane,1520,2120,277587,182556
27-06-2025,Ujjani Dam,Solapur,2384,1144,259650,241243
27-06-2025,Jayakwadi Dam,Aurangabad,1118,1794,285850,229514
28-06-2025,Koyna Dam,Satara,2032,1661,215052,125313
28-06-2025,Bhatsa Dam,Thane,2188,1494,274830,132835
28-06-2025,Ujjani Dam,Solapur,2260,1184,257721,254497
28-06-2025,Jayakwadi Dam,Aurangabad,2024,2183,164980,155168
29-06-2025,Koyna Dam,Satara,1891,1065,283302,109396
29-06-2025,Bhatsa Dam,Thane,2797,1004,173121,106136
29-06-2025,Ujjani Dam,Solapur,2935,1137,283518,205560
29-06-2025,Jayakwadi Dam,Aurangabad,1739,1214,269230,103310
30-06-2025,Koyna Dam,Satara,1866,2287,186919,149677
30-06-2025,Bhatsa Dam,Thane,2077,1489,212092,191890
30-06-2025,Ujjani Dam,Solapur,1927,1991,213509,172463
30-06-2025,Jayakwadi Dam,Aurangabad,2914,2222,170022,168157
01-07-2025,Koyna Dam,Satara,1417,1755,196862,114638
01-07-2025,Bhatsa Dam,Thane,2907,2058,296890,224903
01-07-2025,Ujjani Dam,Solapur,2422,2310,173658,112413
01-07-2025,Jayakwadi Dam,Aurangabad,2763,1909,251274,125240
02-07-2025,Koyna Dam,Satara,2845,1705,225254,182048
02-07-2025,Bhatsa Dam,Thane,2614,2240,199651,174526
02-07-2025,Ujjani Dam,Solapur,2311,1417,218882,119699
02-07-2025,Jayakwadi Dam,Aurangabad,2969,2388,166296,146140
03-07-2025,Koyna Dam,Satara,2766,1182,270602,245119
03-07-2025,Bhatsa Dam,Thane,1898,1881,163412,158067
03-07-2025,Ujjani Dam,Solapur,1024,1477,197652,119826
03-07-2025,Jayakwadi Dam,Aurangabad,1703,1233,236949,181200
04-07-2025,Koyna Dam,Satara,2530,2375,198280,158129
04-07-2025,Bhatsa Dam,Thane,1626,2396,157275,111244
04-07-2025,Ujjani Dam,Solapur,1079,2166,283381,184797
04-07-2025,Jayakwadi Dam,Aurangabad,1941,1004,206814,121007
05-07-2025,Koyna Dam,Satara,2782,1848,227186,207792
05-07-2025,Bhatsa Dam,Thane,2813,1657,273602,121778
05-07-2025,Ujjani Dam,Solapur,2880,1685,279752,231836
05-07-2025,Jayakwadi Dam,Aurangabad,2892,1375,267056,264110
06-07-2025,Koyna Dam,Satara,1723,1194,161654,157488
06-07-2025,Bhatsa Dam,Thane,2063,1958,181168,164321
06-07-2025,Ujjani Dam,Solapur,2201,1798,271328,185916
06-07-2025,Jayakwadi Dam,Aurangabad,2892,2347,165443,125597
07-07-2025,Koyna Dam,Satara,2298,1170,158419,154844
07-07-2025,Bhatsa Dam,Thane,2109,1753,172011,134202
07-07-2025,Ujjani Dam,Solapur,2346,1092,223245,114054
07-07-2025,Jayakwadi Dam,Aurangabad,1920,1847,194949,101323
08-07-2025,Koyna Dam,Satara,1298,1602,199899,176674
08-07-2025,Bhatsa Dam,Thane,1740,2049,210517,129606
08-07-2025,Ujjani Dam,Solapur,2202,2018,240057,127052
08-07-2025,Jayakwadi Dam,Aurangabad,2711,1300,200579,147331
09-07-2025,Koyna Dam,Satara,2470,1387,276504,144910
09-07-2025,Bhatsa Dam,Thane,2655,2368,198669,145465
09-07-2025,Ujjani Dam,Solapur,1493,1355,267472,174061
09-07-2025,Jayakwadi Dam,Aurangabad,2822,2167,299087,246853
10-07-2025,Koyna Dam,Satara,1505,2438,223818,123351
10-07-2025,Bhatsa Dam,Thane,2815,1694,264831,125204
10-07-2025,Ujjani Dam,Solapur,1087,1165,217675,201821
10-07-2025,Jayakwadi Dam,Aurangabad,1556,1972,274746,128496
11-07-2025,Koyna Dam,Satara,2876,1012,225375,152872
11-07-2025,Bhatsa Dam,Thane,1271,1735,155486,148486
11-07-2025,Ujjani Dam,Solapur,1532,1196,243487,178266
11-07-2025,Jayakwadi Dam,Aurangabad,2854,1161,262592,204158
12-07-2025,Koyna Dam,Satara,2276,1487,227519,137171
12-07-2025,Bhatsa Dam,Thane,1441,1166,166477,105220
12-07-2025,Ujjani Dam,Solapur,1271,1448,202176,160196
12-07-2025,Jayakwadi Dam,Aurangabad,2479,1322,254817,147893
13-07-2025,Koyna Dam,Satara,1739,1154,212553,154194
13-07-2025,Bhatsa Dam,Thane,1843,1942,246090,196705
13-07-2025,Ujjani Dam,Solapur,1171,2376,240378,112312
13-07-2025,Jayakwadi Dam,Aurangabad,1354,1735,298227,239293
14-07-2025,Koyna Dam,Satara,1328,2401,277686,254275
14-07-2025,Bhatsa Dam,Thane,1401,1429,262409,186353
14-07-2025,Ujjani Dam,Solapur,2744,1814,255210,114426
14-07-2025,Jayakwadi Dam,Aurangabad,2769,1977,268962,231681
15-07-2025,Koyna Dam,Satara,2791,2107,205264,118520
15-07-2025,Bhatsa Dam,Thane,2449,1553,197599,134880
15-07-2025,Ujjani Dam,Solapur,2830,2072,196200,146209
15-07-2025,Jayakwadi Dam,Aurangabad,2751,1584,226946,100394
16-07-2025,Koyna Dam,Satara,2558,1266,273095,100182
16-07-2025,Bhatsa Dam,Thane,2909,1959,294624,257135
16-07-2025,Ujjani Dam,Solapur,1850,2132,163436,128066
16-07-2025,Jayakwadi Dam,Aurangabad,2443,2307,273892,100307
17-07-2025,Koyna Dam,Satara,1101,2403,182511,172381
17-07-2025,Bhatsa Dam,Thane,2396,2240,221264,111659
17-07-2025,Ujjani Dam,Solapur,2487,2475,170429,107786
17-07-2025,Jayakwadi Dam,Aurangabad,1281,1896,286621,209974
18-07-2025,Koyna Dam,Satara,2272,2146,270922,233901
18-07-2025,Bhatsa Dam,Thane,1855,2454,223523,100624
18-07-2025,Ujjani Dam,Solapur,1386,1455,262182,203768
18-07-2025,Jayakwadi Dam,Aurangabad,1509,2428,257118,114029
19-07-2025,Koyna Dam,Satara,2894,1768,166316,132756
19-07-2025,Bhatsa Dam,Thane,1388,1757,194070,162077
19-07-2025,Ujjani Dam,Solapur,1009,1791,170867,132181
19-07-2025,Jayakwadi Dam,Aurangabad,1366,2021,250730,150606
20-07-2025,Koyna Dam,Satara,1061,1471,197244,159162
20-07-2025,Bhatsa Dam,Thane,2997,2159,280462,177617
20-07-2025,Ujjani Dam,Solapur,1860,1473,185718,106994
20-07-2025,Jayakwadi Dam,Aurangabad,1811,1663,267017,103845
21-07-2025,Koyna Dam,Satara,1058,1787,251788,149497
21-07-2025,Bhatsa Dam,Thane,2929,1128,239101,192571
21-07-2025,Ujjani Dam,Solapur,2993,2103,236013,224659
21-07-2025,Jayakwadi Dam,Aurangabad,2650,1465,235469,219948
22-07-2025,Koyna Dam,Satara,2949,1404,179190,131571
22-07-2025,Bhatsa Dam,Thane,1473,1463,164766,118757
22-07-2025,Ujjani Dam,Solapur,2603,1051,189119,119853
22-07-2025,Jayakwadi Dam,Aurangabad,1070,1030,262349,203503
23-07-2025,Koyna Dam,Satara,1219,2368,275486,266277
23-07-2025,Bhatsa Dam,Thane,1232,2472,222978,217173
23-07-2025,Ujjani Dam,Solapur,1768,1351,188964,188104
23-07-2025,Jayakwadi Dam,Aurangabad,1868,2311,231209,138041
24-07-2025,Koyna Dam,Satara,2390,2378,268538,246446
24-07-2025,Bhatsa Dam,Thane,2751,1515,167038,122284
24-07-2025,Ujjani Dam,Solapur,2986,1020,154430,131056
24-07-2025,Jayakwadi Dam,Aurangabad,1613,2493,249734,111091
25-07-2025,Koyna Dam,Satara,1667,1928,239725,208466
25-07-2025,Bhatsa Dam,Thane,2871,2166,179371,107201
25-07-2025,Ujjani Dam,Solapur,2004,1620,214411,152922
25-07-2025,Jayakwadi Dam,Aurangabad,1448,2413,189120,107634
26-07-2025,Koyna Dam,Satara,2298,1815,271115,152537
26-07-2025,Bhatsa Dam,Thane,1668,1074,186384,169100
26-07-2025,Ujjani Dam,Solapur,2251,2027,296660,102973
26-07-2025,Jayakwadi Dam,Aurangabad,2981,1838,248609,243663
27-07-2025,Koyna Dam,Satara,1269,2432,264083,149710
27-07-2025,Bhatsa Dam,Thane,1538,1884,219776,165436
27-07-2025,Ujjani Dam,Solapur,2870,1650,293012,260431
27-07-2025,Jayakwadi Dam,Aurangabad,2259,1415,270583,236992
28-07-2025,Koyna Dam,Satara,2196,2078,246414,121953
28-07-2025,Bhatsa Dam,Thane,2004,2260,276206,124121
28-07-2025,Ujjani Dam,Solapur,2931,1013,221266,126064
28-07-2025,Jayakwadi Dam,Aurangabad,1035,1936,164660,106123
29-07-2025,Koyna Dam,Satara,2366,1616,168968,124417
29-07-2025,Bhatsa Dam,Thane,1195,2180,201956,106833
29-07-2025,Ujjani Dam,Solapur,2900,2252,223702,163353
29-07-2025,Jayakwadi Dam,Aurangabad,1299,2228,156123,132045
30-07-2025,Koyna Dam,Satara,2100,2083,284255,188878
30-07-2025,Bhatsa Dam,Thane,1120,1525,205444,178650
