Date,District,Rainfall (mm)
14-05-2025,Solapur,168.39
15-05-2025,Pune,119.31
15-05-2025,Nagpur,72.09
15-05-2025,Nashik,40.25
15-05-2025,Mumbai,190.7
15-05-2025,Aurangabad,150.55
15-05-2025,Thane,43.53
15-05-2025,Kolhapur,199.0
15-05-2025,Solapur,144.01
16-05-2025,Pune,76.02
16-05-2025,Nagpur,162.35
16-05-2025,Nashik,103.09
16-05-2025,Mumbai,64.49
16-05-2025,Aurangabad,189.19
16-05-2025,Thane,168.42
16-05-2025,Kolhapur,129.09
16-05-2025,Solapur,65.11
17-05-2025,Pune,143.15
17-05-2025,Nagpur,57.32
17-05-2025,Nashik,149.44
17-05-2025,Mumbai,73.8
17-05-2025,Aurangabad,56.85
17-05-2025,Thane,82.38
17-05-2025,Kolhapur,173.56
17-05-2025,Solapur,105.38
18-05-2025,Pune,109.91
18-05-2025,Nagpur,64.47
18-05-2025,Nashik,190.96
18-05-2025,Mumbai,152.42
18-05-2025,Aurangabad,99.9
18-05-2025,Thane,49.3
18-05-2025,Kolhapur,138.75
18-05-2025,Solapur,175.85
19-05-2025,Pune,154.85
19-05-2025,Nagpur,196.69
19-05-2025,Nashik,33.71
19-05-2025,Mumbai,139.32
19-05-2025,Aurangabad,141.98
19-05-2025,Thane,128.5
19-05-2025,Kolhapur,12.11
19-05-2025,Solapur,69.42
20-05-2025,Pune,111.42
20-05-2025,Nagpur,94.9
20-05-2025,Nashik,157.59
20-05-2025,Mumbai,199.11
20-05-2025,Aurangabad,128.66
20-05-2025,Thane,132.0
20-05-2025,Kolhapur,24.22
20-05-2025,Solapur,115.11
21-05-2025,Pune,159.9
21-05-2025,Nagpur,113.27
21-05-2025,Nashik,34.69
21-05-2025,Mumbai,11.36
21-05-2025,Aurangabad,35.78
21-05-2025,Thane,99.05
21-05-2025,Kolhapur,88.93
21-05-2025,Solapur,112.31
22-05-2025,Pune,152.5
22-05-2025,Nagpur,107.32
22-05-2025,Nashik,160.22
22-05-2025,Mumbai,38.54
22-05-2025,Aurangabad,41.75
22-05-2025,Thane,111.05
22-05-2025,Kolhapur,35.48
22-05-2025,Solapur,42.67
23-05-2025,Pune,78.47
23-05-2025,Nagpur,137.61
23-05-2025,Nashik,127.39
23-05-2025,Mumbai,85.15
23-05-2025,Aurangabad,198.63
23-05-2025,Thane,192.23
23-05-2025,Kolhapur,166.46
23-05-2025,Solapur,20.13
24-05-2025,Pune,181.56
24-05-2025,Nagpur,77.26
24-05-2025,Nashik,163.55
24-05-2025,Mumbai,100.04
24-05-2025,Aurangabad,37.78
24-05-2025,Thane,18.61
24-05-2025,Kolhapur,31.54
24-05-2025,Solapur,122.36
25-05-2025,Pune,97.99
25-05-2025,Nagpur,16.56
25-05-2025,Nashik,128.34
25-05-2025,Mumbai,132.67
25-05-2025,Aurangabad,127.06
25-05-2025,Thane,165.47
25-05-2025,Kolhapur,109.81
25-05-2025,Solapur,191.3
26-05-2025,Pune,27.18
26-05-2025,Nagpur,65.89
26-05-2025,Nashik,157.43
26-05-2025,Mumbai,184.58
26-05-2025,Aurangabad,31.43
26-05-2025,Thane,133.39
26-05-2025,Kolhapur,124.66
26-05-2025,Solapur,144.52
27-05-2025,Pune,163.16
27-05-2025,Nagpur,196.92
27-05-2025,Nashik,170.35
27-05-2025,Mumbai,142.89
27-05-2025,Aurangabad,93.1
27-05-2025,Thane,88.85
27-05-2025,Kolhapur,161.3
27-05-2025,Solapur,25.87
28-05-2025,Pune,165.54
28-05-2025,Nagpur,69.23
28-05-2025,Nashik,134.07
28-05-2025,Mumbai,14.25
28-05-2025,Aurangabad,52.57
28-05-2025,Thane,192.44
28-05-2025,Kolhapur,32.22
28-05-2025,Solapur,73.08
29-05-2025,Pune,190.94
29-05-2025,Nagpur,158.82
29-05-2025,Nashik,90.81
29-05-2025,Mumbai,164.72
29-05-2025,Aurangabad,184.37
29-05-2025,Thane,35.87
29-05-2025,Kolhapur,61.93
29-05-2025,Solapur,36.82
30-05-2025,Pune,128.36
30-05-2025,Nagpur,134.2
30-05-2025,Nashik,155.82
30-05-2025,Mumbai,174.08
30-05-2025,Aurangabad,104.68
30-05-2025,Thane,21.67
30-05-2025,Kolhapur,146.43
30-05-2025,Solapur,145.86
31-05-2025,Pune,128.6
31-05-2025,Nagpur,49.09
31-05-2025,Nashik,76.03
31-05-2025,Mumbai,72.17
31-05-2025,Aurangabad,87.5
31-05-2025,Thane,159.43
31-05-2025,Kolhapur,167.82
31-05-2025,Solapur,103.31
01-06-2025,Pune,58.78
01-06-2025,Nagpur,160.53
01-06-2025,Nashik,79.31
01-06-2025,Mumbai,197.52
01-06-2025,Aurangabad,172.57
01-06-2025,Thane,83.15
01-06-2025,Kolhapur,198.12
01-06-2025,Solapur,160.55
02-06-2025,Pune,155.4
02-06-2025,Nagpur,198.83
02-06-2025,Nashik,139.26
02-06-2025,Mumbai,165.09
02-06-2025,Aurangabad,107.23
02-06-2025,Thane,176.85
02-06-2025,Kolhapur,167.02
02-06-2025,Solapur,40.22
03-06-2025,Pune,47.67
03-06-2025,Nagpur,21.19
03-06-2025,Nashik,89.64
03-06-2025,Mumbai,143.27
03-06-2025,Aurangabad,67.67
03-06-2025,Thane,193.38
03-06-2025,Kolhapur,139.38
03-06-2025,Solapur,150.64
04-06-2025,Pune,154.91
04-06-2025,Nagpur,119.04
04-06-2025,Nashik,102.2
04-06-2025,Mumbai,126.71
04-06-2025,Aurangabad,129.79
04-06-2025,Thane,21.07
04-06-2025,Kolhapur,95.31
04-06-2025,Solapur,17.62
05-06-2025,Pune,41.41
05-06-2025,Nagpur,57.46
05-06-2025,Nashik,189.33
05-06-2025,Mumbai,11.65
05-06-2025,Aurangabad,120.8
05-06-2025,Thane,78.62
05-06-2025,Kolhapur,11.47
05-06-2025,Solapur,89.98
06-06-2025,Pune,25.38
06-06-2025,Nagpur,170.34
06-06-2025,Nashik,121.09
06-06-2025,Mumbai,58.42
06-06-2025,Aurangabad,141.79
06-06-2025,Thane,10.22
06-06-2025,Kolhapur,86.43
06-06-2025,Solapur,32.25
07-06-2025,Pune,102.66
07-06-2025,Nagpur,131.23
07-06-2025,Nashik,177.89
07-06-2025,Mumbai,169.78
07-06-2025,Aurangabad,76.76
07-06-2025,Thane,31.37
07-06-2025,Kolhapur,151.27
07-06-2025,Solapur,25.86
08-06-2025,Pune,173.55
08-06-2025,Nagpur,126.96
08-06-2025,Nashik,59.61
08-06-2025,Mumbai,100.98
08-06-2025,Aurangabad,199.15
08-06-2025,Thane,38.43
08-06-2025,Kolhapur,93.04
08-06-2025,Solapur,30.99
09-06-2025,Pune,175.49
09-06-2025,Nagpur,117.1
09-06-2025,Nashik,79.5
09-06-2025,Mumbai,34.24
09-06-2025,Aurangabad,17.85
09-06-2025,Thane,25.38
09-06-2025,Kolhapur,118.92
09-06-2025,Solapur,23.07
10-06-2025,Pune,116.63
10-06-2025,Nagpur,180.45
10-06-2025,Nashik,109.66
10-06-2025,Mumbai,153.2
10-06-2025,Aurangabad,139.32
10-06-2025,Thane,197.1
10-06-2025,Kolhapur,63.3
10-06-2025,Solapur,189.25
11-06-2025,Pune,75.62
11-06-2025,Nagpur,152.95
11-06-2025,Nashik,121.85
11-06-2025,Mumbai,77.28
11-06-2025,Aurangabad,184.74
11-06-2025,Thane,160.31
11-06-2025,Kolhapur,62.61
11-06-2025,Solapur,197.25
12-06-2025,Pune,59.39
12-06-2025,Nagpur,88.03
12-06-2025,Nashik,48.37
12-06-2025,Mumbai,191.85
12-06-2025,Aurangabad,170.34
12-06-2025,Thane,158.97
12-06-2025,Kolhapur,24.94
12-06-2025,Solapur,17.2
13-06-2025,Pune,143.94
13-06-2025,Nagpur,33.81
13-06-2025,Nashik,11.34
13-06-2025,Mumbai,146.03
13-06-2025,Aurangabad,164.15
13-06-2025,Thane,115.34
13-06-2025,Kolhapur,16.6
13-06-2025,Solapur,194.33
14-06-2025,Pune,191.33
14-06-2025,Nagpur,74.21
14-06-2025,Nashik,26.42
14-06-2025,Mumbai,133.23
14-06-2025,Aurangabad,113.79
14-06-2025,Thane,185.62
14-06-2025,Kolhapur,118.91
14-06-2025,Solapur,66.79
15-06-2025,Pune,83.18
15-06-2025,Nagpur,177.43
15-06-2025,Nashik,144.34
15-06-2025,Mumbai,41.78
15-06-2025,Aurangabad,182.08
15-06-2025,Thane,44.49
15-06-2025,Kolhapur,153.5
15-06-2025,Solapur,131.84
16-06-2025,Pune,71.02
16-06-2025,Nagpur,118.6
16-06-2025,Nashik,195.29
16-06-2025,Mumbai,39.68
16-06-2025,Aurangabad,168.55
16-06-2025,Thane,102.83
16-06-2025,Kolhapur,79.19
16-06-2025,Solapur,64.11
17-06-2025,Pune,113.53
17-06-2025,Nagpur,40.96
17-06-2025,Nashik,69.54
17-06-2025,Mumbai,63.16
17-06-2025,Aurangabad,31.22
17-06-2025,Thane,20.14
17-06-2025,Kolhapur,196.44
17-06-2025,Solapur,198.52
18-06-2025,Pune,58.96
18-06-2025,Nagpur,141.35
18-06-2025,Nashik,167.53
18-06-2025,Mumbai,60.88
18-06-2025,Aurangabad,129.36
18-06-2025,Thane,118.48
18-06-2025,Kolhapur,31.85
18-06-2025,Solapur,139.13
19-06-2025,Pune,57.43
19-06-2025,Nagpur,43.78
19-06-2025,Nashik,119.96
19-06-2025,Mumbai,186.12
19-06-2025,Aurangabad,180.14
19-06-2025,Thane,104.32
19-06-2025,Kolhapur,92.36
19-06-2025,Solapur,159.14
20-06-2025,Pune,50.41
20-06-2025,Nagpur,45.35
20-06-2025,Nashik,148.2
20-06-2025,Mumbai,68.09
20-06-2025,Aurangabad,34.17
20-06-2025,Thane,199.05
20-06-2025,Kolhapur,174.74
20-06-2025,Solapur,196.62
21-06-2025,Pune,59.86
21-06-2025,Nagpur,100.37
21-06-2025,Nashik,51.27
21-06-2025,Mumbai,174.62
21-06-2025,Aurangabad,19.03
21-06-2025,Thane,117.0
21-06-2025,Kolhapur,196.95
21-06-2025,Solapur,119.25
22-06-2025,Pune,75.94
22-06-2025,Nagpur,185.33
22-06-2025,Nashik,184.06
22-06-2025,Mumbai,14.76
22-06-2025,Aurangabad,87.03
22-06-2025,Thane,34.13
22-06-2025,Kolhapur,90.34
22-06-2025,Solapur,136.82
23-06-2025,Pune,23.11
23-06-2025,Nagpur,189.14
23-06-2025,Nashik,56.56
23-06-2025,Mumbai,77.82
23-06-2025,Aurangabad,85.09
23-06-2025,Thane,121.75
23-06-2025,Kolhapur,70.36
23-06-2025,Solapur,81.19
24-06-2025,Pune,193.27
24-06-2025,Nagpur,123.27
24-06-2025,Nashik,138.77
24-06-2025,Mumbai,41.54
24-06-2025,Aurangabad,127.28
24-06-2025,Thane,14.77
24-06-2025,Kolhapur,39.3
24-06-2025,Solapur,113.71
25-06-2025,Pune,137.69
25-06-2025,Nagpur,173.89
25-06-2025,Nashik,94.75
25-06-2025,Mumbai,30.61
25-06-2025,Aurangabad,64.63
25-06-2025,Thane,92.61
25-06-2025,Kolhapur,89.39
25-06-2025,Solapur,192.75
26-06-2025,Pune,85.48
26-06-2025,Nagpur,13.08
26-06-2025,Nashik,29.68
26-06-2025,Mumbai,32.89
26-06-2025,Aurangabad,166.28
26-06-2025,Thane,84.8
26-06-2025,Kolhapur,147.24
26-06-2025,Solapur,111.1
27-06-2025,Pune,82.98
27-06-2025,Nagpur,149.39
27-06-2025,Nashik,89.11
27-06-2025,Mumbai,155.63
27-06-2025,Aurangabad,72.18
27-06-2025,Thane,77.65
27-06-2025,Kolhapur,157.72
27-06-2025,Solapur,134.23
28-06-2025,Pune,182.89
28-06-2025,Nagpur,64.22
28-06-2025,Nashik,22.76
28-06-2025,Mumbai,56.51
28-06-2025,Aurangabad,28.13
28-06-2025,Thane,113.46
28-06-2025,Kolhapur,31.15
28-06-2025,Solapur,172.0
29-06-2025,Pune,112.71
29-06-2025,Nagpur,180.15
29-06-2025,Nashik,134.42
29-06-2025,Mumbai,108.32
29-06-2025,Aurangabad,168.99
29-06-2025,Thane,39.11
29-06-2025,Kolhapur,184.63
29-06-2025,Solapur,12.03
30-06-2025,Pune,119.32
30-06-2025,Nagpur,173.34
30-06-2025,Nashik,27.72
30-06-2025,Mumbai,128.09
30-06-2025,Aurangabad,152.88
30-06-2025,Thane,42.4
30-06-2025,Kolhapur,82.72
30-06-2025,Solapur,41.37
01-07-2025,Pune,142.93
01-07-2025,Nagpur,154.59
01-07-2025,Nashik,171.66
01-07-2025,Mumbai,59.25
01-07-2025,Aurangabad,171.34
01-07-2025,Thane,190.86
01-07-2025,Kolhapur,175.17
01-07-2025,Solapur,25.86
02-07-2025,Pune,139.96
02-07-2025,Nagpur,144.72
02-07-2025,Nashik,143.98
02-07-2025,Mumbai,142.39
02-07-2025,Aurangabad,198.52
02-07-2025,Thane,145.01
02-07-2025,Kolhapur,131.29
02-07-2025,Solapur,42.44
03-07-2025,Pune,74.14
03-07-2025,Nagpur,49.15
03-07-2025,Nashik,143.26
03-07-2025,Mumbai,125.25
03-07-2025,Aurangabad,138.52
03-07-2025,Thane,91.96
03-07-2025,Kolhapur,85.31
03-07-2025,Solapur,104.64
04-07-2025,Pune,186.36
04-07-2025,Nagpur,150.83
04-07-2025,Nashik,126.18
04-07-2025,Mumbai,137.39
04-07-2025,Aurangabad,137.85
04-07-2025,Thane,112.75
04-07-2025,Kolhapur,92.96
04-07-2025,Solapur,134.5
05-07-2025,Pune,174.71
05-07-2025,Nagpur,158.56
05-07-2025,Nashik,174.79
05-07-2025,Mumbai,92.22
05-07-2025,Aurangabad,51.76
05-07-2025,Thane,30.44
05-07-2025,Kolhapur,99.34
05-07-2025,Solapur,152.78
06-07-2025,Pune,42.56
06-07-2025,Nagpur,132.83
06-07-2025,Nashik,39.2
06-07-2025,Mumbai,143.2
06-07-2025,Aurangabad,85.28
06-07-2025,Thane,177.83
06-07-2025,Kolhapur,166.39
06-07-2025,Solapur,112.28
07-07-2025,Pune,113.32
07-07-2025,Nagpur,162.73
07-07-2025,Nashik,64.61
07-07-2025,Mumbai,96.15
07-07-2025,Aurangabad,38.82
07-07-2025,Thane,168.53
07-07-2025,Kolhapur,96.6
07-07-2025,Solapur,119.94
08-07-2025,Pune,108.62
08-07-2025,Nagpur,38.2
08-07-2025,Nashik,178.83
08-07-2025,Mumbai,58.57
08-07-2025,Aurangabad,85.33
08-07-2025,Thane,19.58
08-07-2025,Kolhapur,185.03
08-07-2025,Solapur,64.94
09-07-2025,Pune,171.47
09-07-2025,Nagpur,22.39
09-07-2025,Nashik,162.46
09-07-2025,Mumbai,149.61
09-07-2025,Aurangabad,172.14
09-07-2025,Thane,134.19
09-07-2025,Kolhapur,87.68
09-07-2025,Solapur,161.77
10-07-2025,Pune,91.71
10-07-2025,Nagpur,156.55
10-07-2025,Nashik,26.32
10-07-2025,Mumbai,98.07
10-07-2025,Aurangabad,95.58
10-07-2025,Thane,70.11
10-07-2025,Kolhapur,20.09
10-07-2025,Solapur,142.2
11-07-2025,Pune,149.11
11-07-2025,Nagpur,93.43
11-07-2025,Nashik,11.86
11-07-2025,Mumbai,68.7
11-07-2025,Aurangabad,53.91
11-07-2025,Thane,68.64
11-07-2025,Kolhapur,179.75
11-07-2025,Solapur,102.61
12-07-2025,Pune,12.77
12-07-2025,Nagpur,134.83
12-07-2025,Nashik,139.76
12-07-2025,Mumbai,168.6
12-07-2025,Aurangabad,155.63
12-07-2025,Thane,64.35
12-07-2025,Kolhapur,79.85
12-07-2025,Solapur,75.57
13-07-2025,Pune,171.86
13-07-2025,Nagpur,182.28
13-07-2025,Nashik,189.09
13-07-2025,Mumbai,122.98
13-07-2025,Aurangabad,15.48
13-07-2025,Thane,42.54
13-07-2025,Kolhapur,91.55
13-07-2025,Solapur,138.44
14-07-2025,Pune,100.67
14-07-2025,Nagpur,96.17
14-07-2025,Nashik,23.64
14-07-2025,Mumbai,151.35
14-07-2025,Aurangabad,157.89
14-07-2025,Thane,72.49
14-07-2025,Kolhapur,193.37
14-07-2025,Solapur,150.56
15-07-2025,Pune,53.72
15-07-2025,Nagpur,48.83
15-07-2025,Nashik,100.48
15-07-2025,Mumbai,75.74
15-07-2025,Aurangabad,74.81
15-07-2025,Thane,93.17
15-07-2025,Kolhapur,127.07
15-07-2025,Solapur,146.77
16-07-2025,Pune,171.94
16-07-2025,Nagpur,10.07
16-07-2025,Nashik,181.18
16-07-2025,Mumbai,193.98
16-07-2025,Aurangabad,111.96
16-07-2025,Thane,109.1
16-07-2025,Kolhapur,147.13
16-07-2025,Solapur,33.84
17-07-2025,Pune,195.28
17-07-2025,Nagpur,33.26
17-07-2025,Nashik,48.44
17-07-2025,Mumbai,79.16
17-07-2025,Aurangabad,147.1
17-07-2025,Thane,138.49
17-07-2025,Kolhapur,165.19
17-07-2025,Solapur,167.57
18-07-2025,Pune,34.61
18-07-2025,Nagpur,133.55
18-07-2025,Nashik,145.05
18-07-2025,Mumbai,112.58
18-07-2025,Aurangabad,187.5
18-07-2025,Thane,138.9
18-07-2025,Kolhapur,136.43
18-07-2025,Solapur,159.32
19-07-2025,Pune,50.17
19-07-2025,Nagpur,114.02
19-07-2025,Nashik,33.81
19-07-2025,Mumbai,198.97
19-07-2025,Aurangabad,107.71
19-07-2025,Thane,67.39
19-07-2025,Kolhapur,169.98
19-07-2025,Solapur,111.63
20-07-2025,Pune,177.86
20-07-2025,Nagpur,49.67
20-07-2025,Nashik,136.81
20-07-2025,Mumbai,109.89
20-07-2025,Aurangabad,109.93
20-07-2025,Thane,103.35
20-07-2025,Kolhapur,14.24
20-07-2025,Solapur,97.87
21-07-2025,Pune,138.92
21-07-2025,Nagpur,84.58
21-07-2025,Nashik,171.7
21-07-2025,Mumbai,150.43
21-07-2025,Aurangabad,33.5
21-07-2025,Thane,118.8
21-07-2025,Kolhapur,94.56
21-07-2025,Solapur,30.57
22-07-2025,Pune,96.44
22-07-2025,Nagpur,48.31
22-07-2025,Nashik,145.0
22-07-2025,Mumbai,116.16
22-07-2025,Aurangabad,80.26
22-07-2025,Thane,43.5
22-07-2025,Kolhapur,142.91
22-07-2025,Solapur,144.69
23-07-2025,Pune,100.36
23-07-2025,Nagpur,101.92
23-07-2025,Nashik,24.02
23-07-2025,Mumbai,76.44
23-07-2025,Aurangabad,114.17
23-07-2025,Thane,100.98
23-07-2025,Kolhapur,81.89
23-07-2025,Solapur,161.03
24-07-2025,Pune,170.14
24-07-2025,Nagpur,114.25
24-07-2025,Nashik,177.94
24-07-2025,Mumbai,131.96
24-07-2025,Aurangabad,77.88
24-07-2025,Thane,32.25
24-07-2025,Kolhapur,175.54
24-07-2025,Solapur,195.36
25-07-2025,Pune,16.12
25-07-2025,Nagpur,36.61
25-07-2025,Nashik,14.35
25-07-2025,Mumbai,181.16
25-07-2025,Aurangabad,175.12
25-07-2025,Thane,167.77
25-07-2025,Kolhapur,178.61
25-07-2025,Solapur,57.06
26-07-2025,Pune,189.17
26-07-2025,Nagpur,192.18
26-07-2025,Nashik,149.65
26-07-2025,Mumbai,166.95
26-07-2025,Aurangabad,99.79
26-07-2025,Thane,102.34
26-07-2025,Kolhapur,95.23
26-07-2025,Solapur,145.96
27-07-2025,Pune,196.06
27-07-2025,Nagpur,190.49
27-07-2025,Nashik,93.34
27-07-2025,Mumbai,63.75
27-07-2025,Aurangabad,68.49
27-07-2025,Thane,140.29
27-07-2025,Kolhapur,82.05
27-07-2025,Solapur,10.37
28-07-2025,Pune,42.77
28-07-2025,Nagpur,76.74
28-07-2025,Nashik,159.13
28-07-2025,Mumbai,145.16
28-07-2025,Aurangabad,164.09
28-07-2025,Thane,82.09
28-07-2025,Kolhapur,30.61
28-07-2025,Solapur,64.35
29-07-2025,Pune,176.89
29-07-2025,Nagpur,32.18
29-07-2025,Nashik,15.44
29-07-2025,Mumbai,199.0
29-07-2025,Aurangabad,157.55
29-07-2025,Thane,21.75
29-07-2025,Kolhapur,104.27
29-07-2025,Solapur,161.13
30-07-2025,Pune,89.58
30-07-2025,Nagpur,158.59
30-07-2025,Nashik,109.16
30-07-2025,Mumbai,49.95
30-07-2025,Aurangabad,76.29
30-07-2025,Thane,168.12
30-07-2025,Kolhapur,178.83
30-07-2025,Solapur,104.37
31-07-2025,Pune,36.33
31-07-2025,Nagpur,78.62
31-07-2025,Nashik,35.77
31-07-2025,Mumbai,77.41
31-07-2025,Aurangabad,190.36
31-07-2025,Thane,81.68
31-07-2025,Kolhapur,21.45
31-07-2025,Solapur,164.83
01-08-2025,Pune,77.77
01-08-2025,Nagpur,164.15
01-08-2025,Nashik,171.21
01-08-2025,Mumbai,32.66
01-08-2025,Aurangabad,24.06
01-08-2025,Thane,10.51
01-08-2025,Kolhapur,164.85
01-08-2025,Solapur,178.75
02-08-2025,Pune,126.51
02-08-2025,Nagpur,137.17
02-08-2025,Nashik,146.29
02-08-2025,Mumbai,165.25
02-08-2025,Aurangabad,57.55
02-08-2025,Thane,83.39
02-08-2025,Kolhapur,110.8
02-08-2025,Solapur,170.07
03-08-2025,Pune,119.23
03-08-2025,Nagpur,88.88
03-08-2025,Nashik,81.09
03-08-2025,Mumbai,13.78
03-08-2025,Aurangabad,130.24
03-08-2025,Thane,152.76
03-08-2025,Kolhapur,197.42
03-08-2025,Solapur,87.8
04-08-2025,Pune,47.41
04-08-2025,Nagpur,50.0
04-08-2025,Nashik,181.86
04-08-2025,Mumbai,13.24
04-08-2025,Aurangabad,189.43
04-08-2025,Thane,56.97
04-08-2025,Kolhapur,66.78
04-08-2025,Solapur,156.39
05-08-2025,Pune,92.81
05-08-2025,Nagpur,30.37
05-08-2025,Nashik,66.99
05-08-2025,Mumbai,83.81
05-08-2025,Aurangabad,188.04
05-08-2025,Thane,58.61
05-08-2025,Kolhapur,140.09
05-08-2025,Solapur,178.81
06-08-2025,Pune,23.86
06-08-2025,Nagpur,51.39
06-08-2025,Nashik,157.82
06-08-2025,Mumbai,99.9
06-08-2025,Aurangabad,147.75
06-08-2025,Thane,168.72
06-08-2025,Kolhapur,40.05
06-08-2025,Solapur,191.56
07-08-2025,Pune,49.68
07-08-2025,Nagpur,23.73
07-08-2025,Nashik,166.64
07-08-2025,Mumbai,152.65
07-08-2025,Aurangabad,87.02
07-08-2025,Thane,97.88
07-08-2025,Kolhapur,125.58
07-08-2025,Solapur,139.12
08-08-2025,Pune,43.05
08-08-2025,Nagpur,77.42
08-08-2025,Nashik,21.3
08-08-2025,Mumbai,146.69
08-08-2025,Aurangabad,151.81
08-08-2025,Thane,121.67
08-08-2025,Kolhapur,20.77
08-08-2025,Solapur,28.96
09-08-2025,Pune,10.78
09-08-2025,Nagpur,30.98
09-08-2025,Nashik,145.95
09-08-2025,Mumbai,99.98
09-08-2025,Aurangabad,183.88
09-08-2025,Thane,99.68
09-08-2025,Kolhapur,89.27
09-08-2025,Solapur,126.23
10-08-2025,Pune,29.2
10-08-2025,Nagpur,173.8
10-08-2025,Nashik,141.92
10-08-2025,Mumbai,132.45
10-08-2025,Aurangabad,18.31
10-08-2025,Thane,110.58
10-08-2025,Kolhapur,137.28
10-08-2025,Solapur,17.55
11-08-2025,Pune,144.37
11-08-2025,Nagpur,15.42
11-08-2025,Nashik,189.61
11-08-2025,Mumbai,66.16
11-08-2025,Aurangabad,21.96
11-08-2025,Thane,183.16
11-08-2025,Kolhapur,147.9
11-08-2025,Solapur,165.06
12-08-2025,Pune,174.24
12-08-2025,Nagpur,116.36
12-08-2025,Nashik,98.89
12-08-2025,Mumbai,16.25
12-08-2025,Aurangabad,53.02
12-08-2025,Thane,150.21
12-08-2025,Kolhapur,178.09
12-08-2025,Solapur,162.73
13-08-2025,Pune,73.65
13-08-2025,Nagpur,24.5
13-08-2025,Nashik,82.74
13-08-2025,Mumbai,72.79
13-08-2025,Aurangabad,142.96
13-08-2025,Thane,127.78
13-08-2025,Kolhapur,92.09
13-08-2025,Solapur,115.41
14-08-2025,Pune,73.48
14-08-2025,Nagpur,69.69
14-08-2025,Nashik,43.26
14-08-2025,Mumbai,59.37
14-08-2025,Aurangabad,49.49
14-08-2025,Thane,59.37
14-08-2025,Kolhapur,43.5
14-08-2025,Solapur,18.56
15-08-2025,Pune,144.81
15-08-2025,Nagpur,46.96
15-08-2025,Nashik,84.91
15-08-2025,Mumbai,112.55
15-08-2025,Aurangabad,101.64
15-08-2025,Thane,56.79
15-08-2025,Kolhapur,148.16
15-08-2025,Solapur,130.38
16-08-2025,Pune,141.66
16-08-2025,Nagpur,198.97
16-08-2025,Nashik,57.47
16-08-2025,Mumbai,94.83
16-08-2025,Aurangabad,174.67
16-08-2025,Thane,81.91
16-08-2025,Kolhapur,168.79
16-08-2025,Solapur,181.2
17-08-2025,Pune,76.07
17-08-2025,Nagpur,83.7
17-08-2025,Nashik,140.1
17-08-2025,Mumbai,159.95
17-08-2025,Aurangabad,15.74
17-08-2025,Thane,73.65
17-08-2025,Kolhapur,96.48
17-08-2025,Solapur,109.65
18-08-2025,Pune,56.68
18-08-2025,Nagpur,66.16
18-08-2025,Nashik,72.41
18-08-2025,Mumbai,161.39
18-08-2025,Aurangabad,60.39
18-08-2025,Thane,98.28
18-08-2025,Kolhapur,174.82
18-08-2025,Solapur,197.91
19-08-2025,Pune,87.11
19-08-2025,Nagpur,144.87
19-08-2025,Nashik,172.43
19-08-2025,Mumbai,50.07
19-08-2025,Aurangabad,148.87
19-08-2025,Thane,132.32
19-08-2025,Kolhapur,186.81
19-08-2025,Solapur,171.12
20-08-2025,Pune,151.04
20-08-2025,Nagpur,106.59
20-08-2025,Nashik,149.62
20-08-2025,Mumbai,60.96
20-08-2025,Aurangabad,93.57
20-08-2025,Thane,143.09
20-08-2025,Kolhapur,48.22
20-08-2025,Solapur,119.78
21-08-2025,Pune,163.81
21-08-2025,Nagpur,101.72
21-08-2025,Nashik,25.52
21-08-2025,Mumbai,147.43
21-08-2025,Aurangabad,79.44
21-08-2025,Thane,94.29
21-08-2025,Kolhapur,121.22
21-08-2025,Solapur,188.86
22-08-2025,Pune,141.26
22-08-2025,Nagpur,107.32
22-08-2025,Nashik,152.16
22-08-2025,Mumbai,52.4
22-08-2025,Aurangabad,54.09
22-08-2025,Thane,64.78
22-08-2025,Kolhapur,13.18
22-08-2025,Solapur,112.12
23-08-2025,Pune,51.94
23-08-2025,Nagpur,135.51
23-08-2025,Nashik,157.86
23-08-2025,Mumbai,112.64
23-08-2025,Aurangabad,36.96
23-08-2025,Thane,106.41
23-08-2025,Kolhapur,17.27
23-08-2025,Solapur,116.46
24-08-2025,Pune,159.34
24-08-2025,Nagpur,177.46
24-08-2025,Nashik,43.2
24-08-2025,Mumbai,197.85
24-08-2025,Aurangabad,113.72
24-08-2025,Thane,18.94
24-08-2025,Kolhapur,17.8
24-08-2025,Solapur,84.3
25-08-2025,Pune,157.3
25-08-2025,Nagpur,125.44
25-08-2025,Nashik,146.01
25-08-2025,Mumbai,172.43
25-08-2025,Aurangabad,136.98
25-08-2025,Thane,137.6
25-08-2025,Kolhapur,152.44
25-08-2025,Solapur,85.46
26-08-2025,Pune,197.29
26-08-2025,Nagpur,164.13
26-08-2025,Nashik,47.64
26-08-2025,Mumbai,172.0
26-08-2025,Aurangabad,166.2
26-08-2025,Thane,10.26
26-08-2025,Kolhapur,193.83
26-08-2025,Solapur,145.76
27-08-2025,Pune,189.04
27-08-2025,Nagpur,155.36
27-08-2025,Nashik,46.26
27-08-2025,Mumbai,61.39
27-08-2025,Aurangabad,168.08
27-08-2025,Thane,117.12
27-08-2025,Kolhapur,92.0
27-08-2025,Solapur,143.83
28-08-2025,Pune,35.93
28-08-2025,Nagpur,69.71
28-08-2025,Nashik,11.1
28-08-2025,Mumbai,195.99
28-08-2025,Aurangabad,51.04
28-08-2025,Thane,63.41
